movie_name,message_id,date,channel_id,quality,size,language
Jaani Dushman Ek Anokhi Kahani 2002 1080p WEB DL H 264 Extraflix,4194,2025-11-27,-1002337293281,1080p,Unknown,Unknown
Jaani Dushman Ek Anokhi Kahani 2002 720p WEB DL H 264 Extraflix,4193,2025-11-27,-1002337293281,720p,Unknown,Unknown
Jaani Dushman Ek Anokhi Kahani 2002 480p WEB DL H 264 Extraflix,4192,2025-11-27,-1002337293281,480p,Unknown,Unknown
Company (2002) Hindi 1080p BluRay x264 Esubs,4191,2025-11-27,-1002337293281,1080p,Unknown,Hindi
Company (2002) Hindi 720p BluRay x264 Esubs,4190,2025-11-27,-1002337293281,720p,Unknown,Hindi
Company (2002) Hindi 720p HEVC BluRay x265 Esubs,4189,2025-11-27,-1002337293281,720p,Unknown,Hindi
Company (2002) Hindi 480p BluRay x264 Esubs,4188,2025-11-27,-1002337293281,480p,Unknown,Hindi
Tiger 3 2023 720p AMZN WEB DL HEVC Multi DDP5 1 192k-DDH,4187,2025-11-27,-1002337293281,720p,Unknown,Unknown
Salaar 2023 720p HDRip x264 हिन्दी AAC 5 1 + Telugu AAC 2 0 ESubs,4186,2025-11-27,-1002337293281,720p,Unknown,Telugu
Pathaan 2023 HINDI 720p 10bit WEBRip 2CH x265 HEVC-PSA,4185,2025-11-27,-1002337293281,720p,Unknown,HINDI
Animal 2023 720p NF WEB-DL AAC5 1 H 265-Archie,4184,2025-11-27,-1002337293281,720p,Unknown,Unknown
Jawan (2023) EXTENDED CUT 1080p HDRip x264 AAC 5 1 ESubs,4183,2025-11-27,-1002337293281,1080p,Unknown,Unknown
Tu Jhoothi Main Makkaar 2023 720p HDRip x265 HEVC AAC 2 0 ESubs,4182,2025-11-27,-1002337293281,720p,Unknown,Unknown
SatyaPrem Ki Katha 2023 Hindi 720p HEVC HDRip x265 AAC ESubs,4181,2025-11-27,-1002337293281,720p,Unknown,Hindi
Varisu 2023 UNCUT 1080p HDRip South Movie ORG Hindi or Tamil x264,4180,2025-11-27,-1002337293281,1080p,Unknown,ORG
Rocky Aur Rani Ki Prem Kahani (2023) Bollywood Hindi(DD5,4179,2025-11-27,-1002337293281,Unknown,Unknown,Hindi
Adipurush (2023) Hindi 480p HDRip x264 AAC ESubs,4178,2025-11-27,-1002337293281,480p,Unknown,Hindi
Dunki (2023) Hindi 480p HDRip Bollywood Movie AAC 5 1 ESubs,4177,2025-11-27,-1002337293281,480p,Unknown,Hindi
Stranger Things S01 Combined 480p Hindi or English NF WebRip x264,4175,2025-11-26,-1002337293281,480p,Unknown,Hindi
Stranger Things S01 Combined 480p Hindi English NF WebRip ×264,4174,2025-11-26,-1002337293281,480p,Unknown,Hindi
Stranger Things S01 COMBINED 720p 10bit NF WEBRip x265 HEVC Hindi,4173,2025-11-26,-1002337293281,720p,Unknown,Hindi
Stranger Things 2016 S01 COMBINED 720p NF WEBRip x265 10bit HEVC,4172,2025-11-26,-1002337293281,720p,Unknown,Unknown
Stranger Things S01 Combined 480p Hindi + English NF WebRip ×264,4171,2025-11-26,-1002337293281,480p,Unknown,Hindi
Stranger Things 2016 S01 COMBINED 720p NF Rip x265 10bit HEVC,4170,2025-11-26,-1002337293281,720p,Unknown,Unknown
Gulmohar 2023 480p HS WEB-DL Hindi AAC2 0 H 264-Archie,4169,2025-11-25,-1002337293281,480p,Unknown,Hindi
Gulmohar 2023 720p HS WEB-DL Hindi AAC2 0 H 264-Archie,4168,2025-11-25,-1002337293281,720p,Unknown,Hindi
Pogaru (2021) Hindi ORG 1080p WEBRip x264 DD 5 1,4167,2025-11-25,-1002337293281,1080p,Unknown,Hindi
Pogaru (2021) Hindi ORG 480p WEBRip x264 AAC 2 0,4166,2025-11-25,-1002337293281,480p,Unknown,Hindi
Pogaru (2021) Hindi ORG 720p WEBRip x264 AAC 5 1,4165,2025-11-25,-1002337293281,720p,Unknown,Hindi
Valimai (2022) 480p HDRip ORG Hindi Dubbed x264 AAC ESubs,4164,2025-11-25,-1002337293281,480p,Unknown,ORG
Valimai 2022 1080p 10Bit HEVC HDRip ORG Hindi Dubbed x264 AAC ESubs,4163,2025-11-25,-1002337293281,1080p,Unknown,ORG
Jai Lava Kusa (2017) Hindi AAC2.0-160Kbps + Telugu DD5.,4162,2025-11-25,-1002337293281,Unknown,Unknown,Hindi
Jai Lava Kusa (2017) Hindi AAC2.0-160Kbps + Telugu DD5.,4161,2025-11-25,-1002337293281,Unknown,Unknown,Hindi
Jai Lava Kusa (2017) Hindi + Telugu Dual Audio UnCut M,4160,2025-11-25,-1002337293281,Unknown,Unknown,Hindi
Color Out of Space (2019) 720p BluRay x264 ESubs Dual Audio Hindi ORG - English,4159,2025-11-25,-1002337293281,720p,Unknown,Dual Audio
Color Out of Space (2019) 720p HEVC BluRay x265 ESubs Dual Audio Hindi ORG - English,4158,2025-11-25,-1002337293281,720p,Unknown,Dual Audio
The Wedding Guest (2018) 1080p BluRay ORG Dual Audio Hindi English,4157,2025-11-24,-1002337293281,1080p,Unknown,ORG
The Wedding Guest (2018) 720p BluRay ORG Dual Audio Hindi English,4156,2025-11-24,-1002337293281,720p,Unknown,ORG
Titanic (1997) 480p BluRay ORG Dual Audio Hindi or English x264 ESubs,4155,2025-11-24,-1002337293281,480p,Unknown,ORG
Titanic (1997) 720p HEVC BluRay ORG Dual Audio Hindi or English x265 ESubs,4154,2025-11-24,-1002337293281,720p,Unknown,ORG
Sammathame (2022) 720p HDRip South Movie ORG Dual Audio Hindi or Telugu x264 ESubs,4153,2025-11-24,-1002337293281,720p,Unknown,ORG
Sammathame (2022) 480p HDRip South Movie ORG Dual Audio Hindi or Telugu x264 ESubs,4152,2025-11-24,-1002337293281,480p,Unknown,ORG
Marjaavaan (2019) Hindi 720p HDRip x264 AAC 5.1 ESubs,4151,2025-11-24,-1002337293281,720p,Unknown,Hindi
Marjaavaan (2019) Hindi 480p HDRip x264 AAC ESubs,4150,2025-11-24,-1002337293281,480p,Unknown,Hindi
Thaggedhe Le 2022 WebRip 720p Hindi Telugu AAC 5.1 x264 ESub,4149,2025-11-24,-1002337293281,720p,Unknown,Hindi
Thaggedhe Le 2022 WebRip 480p x265 HEVC 10bit Hindi Telugu ESub,4148,2025-11-24,-1002337293281,480p,Unknown,Hindi
Agatha All Along S01 COMBINED WebRip 720p Dual Audio Hindi-English AAC 5.1 x264 MSubs,4136,2025-11-24,-1002337293281,720p,Unknown,Dual Audio
Agatha All Along S01 COMBINED WebRip 480p x265 10bit Dual Audio Hindi-English MSubs,4135,2025-11-24,-1002337293281,480p,Unknown,Dual Audio
Agatha All Along (2024) S01 Complete 720p HEVC DSNP HDRip Dual Audio Hindi or English x265 ESubs,4134,2025-11-24,-1002337293281,720p,Unknown,Dual Audio
Agatha All Along (2024) S01 Complete 480p HEVC DSNP HDRip Dual Audio Hindi or English x265 ESubs,4133,2025-11-24,-1002337293281,480p,Unknown,Dual Audio
Echo S01 COMBINED 1080p 10bit DSNP WEBRip x265 HEVC Org Hindi DDP5.1 ~ 192Kbps + English HE-AAC5.1,4132,2025-11-24,-1002337293281,1080p,Unknown,Org
Echo S01 COMBINED 720p 10bit DSNP WEBRip x265 HEVC Org Hindi DDP5.1 ~ 192Kbps + English HE-AAC2.0,4131,2025-11-24,-1002337293281,720p,Unknown,Org
Echo (2024) 480p HEVC HDRip Hindi S01 Complete Web Series x265 ESubs,4130,2025-11-24,-1002337293281,480p,Unknown,Hindi
Genie Make a Wish S01 E07 To 13 720p 10Bit Hindi English Korean,4129,2025-11-23,-1002337293281,720p,Unknown,Hindi
Genie Make A Wish S01 E01 To 06 480P Hindi English Korean Msubs,4128,2025-11-23,-1002337293281,480P,Unknown,Hindi
Genie Make A Wish S01 E07 To 13 480P Hindi English Korean Msubs,4127,2025-11-23,-1002337293281,480P,Unknown,Hindi
Genie Make a Wish S01 E01 To 06 720p 10Bit Hindi English Korean,4126,2025-11-23,-1002337293281,720p,Unknown,Hindi
Genie Make a Wish S01 E06 09 COMBINED 1080p 10bit NF W,4125,2025-11-23,-1002337293281,1080p,Unknown,Unknown
Genie Make a Wish S01 E01 05 COMBINED 1080p 10bit NF W,4124,2025-11-23,-1002337293281,1080p,Unknown,Unknown
Genie Make a Wish S01 E10 13 COMBINED 1080p 10bit NF W,4123,2025-11-23,-1002337293281,1080p,Unknown,Unknown
Pottel (2024) 1080p HDRip South Movie ORG Dual Audio Hin,4122,2025-11-23,-1002337293281,1080p,Unknown,ORG
Pottel (2024) 720p HEVC HDRip South Movie ORG Dual Audio,4121,2025-11-23,-1002337293281,720p,Unknown,ORG
Pottel (2024) 720p HDRip South Movie ORG Dual Audio Hind,4120,2025-11-23,-1002337293281,720p,Unknown,ORG
Anu And Arjun 2021 New South Hindi Full Movie Audio Hindi Cleaned,4119,2025-11-23,-1002337293281,Unknown,Unknown,Hindi
Marco (2024) 1080p HDRip Org Hindi x264 AAC Full South Mov,4118,2025-11-23,-1002337293281,1080p,Unknown,Org
Marco (2024) 720p HDRip Org Hindi x264 AAC Full South Mov,4117,2025-11-23,-1002337293281,720p,Unknown,Org
Zack Snyder's Justice League 2021 480p H,4114,2025-11-23,-1002337293281,480p,Unknown,Unknown
Zack Snyder's Justice League 2021 480p H,4113,2025-11-23,-1002337293281,480p,Unknown,Unknown
Justice league 2017 1080p 10bit HEVC Blu,4112,2025-11-23,-1002337293281,1080p,Unknown,Unknown
Justice league 2017 720p BluRay Hollywoo,4111,2025-11-23,-1002337293281,720p,Unknown,Unknown
Justice league 2017 720p HEVC BluRay Hol,4110,2025-11-23,-1002337293281,720p,Unknown,Unknown
Justice league 2017 480p BluRay Hollywoo,4109,2025-11-23,-1002337293281,480p,Unknown,Unknown
Shaadi Mein Zaroor Aana 2017 WebRip Hindi 720p - mkvCinemas,4108,2025-11-23,-1002337293281,720p,Unknown,Hindi
Shaadi Mein Zaroor Aana 2017 WebRip Hindi 480p - mkvCinemas,4107,2025-11-23,-1002337293281,480p,Unknown,Hindi
STOY 2019 skymovieshd in Hindi 720p HEVC HDRip x265 AAC ESubs Full,4106,2025-11-23,-1002337293281,720p,Unknown,Hindi
STOY (2019) skymovieshd in Hindi 480p HDRip x264 AAC ESubs F,4105,2025-11-23,-1002337293281,480p,Unknown,Hindi
Student of the Year (2012) 720p,4104,2025-11-23,-1002337293281,720p,Unknown,Unknown
Student of the Year (2012) Hindi 480p,4103,2025-11-23,-1002337293281,480p,Unknown,Hindi
Gulmohar (2023) Hindi Full Movie HD 720p ESub,4102,2025-11-23,-1002337293281,720p,Unknown,Hindi
Gulmohar (2023) Hindi 480p HDRip x264 AAC ESubs,4101,2025-11-23,-1002337293281,480p,Unknown,Hindi
Kalank 2019 WebRip Hindi 480p ESub - mkvCinemas,4100,2025-11-23,-1002337293281,480p,Unknown,Hindi
Kalank 2019 AMZN WebRip Hindi 720p x264 AAC 5 1 ESub mkvCinemas,4099,2025-11-23,-1002337293281,720p,Unknown,Hindi
Lupin 2021 S02 COMBINED 720p 10bit WEBRip x265 HEVC Org NF Hindi,4098,2025-11-23,-1002337293281,720p,Unknown,Org
Lupin 2021 720p HEVC HDRip S02 Complete NF Series Dual Audio Hindi,4097,2025-11-23,-1002337293281,720p,Unknown,Dual Audio
Lupin 2021 480p HEVC HDRip S01 Complete NF Series Dual Audio Hindi,4096,2025-11-23,-1002337293281,480p,Unknown,Dual Audio
Lupin 2021 720p HEVC HDRip S01 Complete NF Series Dual Audio Hindi,4095,2025-11-23,-1002337293281,720p,Unknown,Dual Audio
Genie Make A Wish (2025) S01 E07 To 13 720p 10Bit NF Web-DL Multi Audio Hindi, English & Korean,4094,2025-11-23,-1002337293281,720p,Unknown,Hindi
Genie Make A Wish (2025) S01 E01 To 06 720p 10Bit NF Web-DL Multi Audio Hindi, English & Korean,4093,2025-11-23,-1002337293281,720p,Unknown,Hindi
Genie Make a Wish S01 E10-13 COMBINED 1080p 10bit NF WEB-DL AV1 MULTi Hindi + Tamil + Telugu + En,4092,2025-11-23,-1002337293281,1080p,Unknown,Hindi
Genie Make a Wish S01 E06-09 COMBINED 1080p 10bit NF WEB-DL AV1 MULTi Hindi + Tamil + Telugu + En,4091,2025-11-23,-1002337293281,1080p,Unknown,Hindi
Genie Make a Wish S01 E01-05 COMBINED 1080p 10bit NF WEB-DL AV1 MULTi Hindi + Tamil + Telugu + En,4090,2025-11-23,-1002337293281,1080p,Unknown,Hindi
Independence Day: Resurgence (2016) 720p BluRay x264 ESubs Dual Audio Hindi ORG - English,4089,2025-11-23,-1002337293281,720p,Unknown,Dual Audio
Independence Day: Resurgence (2016) 480p BluRay x264 ESubs Dual Audio Hindi ORG - English,4088,2025-11-23,-1002337293281,480p,Unknown,Dual Audio
Independence Day (1996) 720p BluRay x264 ESubs Dual Audio Hindi ORG - English,4087,2025-11-23,-1002337293281,720p,Unknown,Dual Audio
Independence Day (1996) 480p BluRay x264 ESubs Dual Audio Hindi ORG - English,4086,2025-11-23,-1002337293281,480p,Unknown,Dual Audio
The.Jester.2.2025.1080p.10Bit.WEB-DL.Hindi.2.0-English.2.0.HEVC.x265,4085,2025-11-23,-1002337293281,1080p,Unknown,Hindi
The.Jester.2.2025.480p.WEB-DL.HIN-ENG.x264.ESub,4084,2025-11-23,-1002337293281,480p,Unknown,Unknown
The Jester (2023) 1080p BluRay x264 English AAC 5.1 ESub,4083,2025-11-23,-1002337293281,1080p,Unknown,English
The Jester (2023) 720p BluRay x264 English AAC 2.0 ESub,4082,2025-11-23,-1002337293281,720p,Unknown,English
Maanaadu 2021 1080p WEB-DL Hindi (ORG) Tamil x264 ESubs,4081,2025-11-23,-1002337293281,1080p,Unknown,Hindi
Maanaadu 2021 720p WEB-DL Hindi (ORG) Tamil x264 ESubs,4080,2025-11-23,-1002337293281,720p,Unknown,Hindi
Maanaadu 2021 720p HEVC WEB-DL Hindi (ORG) Tamil x265 ESubs,4079,2025-11-23,-1002337293281,720p,Unknown,Hindi
Maanaadu 2021 480p WEB-DL Hindi (ORG) Tamil x264 ESubs,4078,2025-11-23,-1002337293281,480p,Unknown,Hindi
Maanaadu (2021) Hindi + Tamil Dual Audio UnCut South Movie HEVC 720p ESub,4077,2025-11-23,-1002337293281,720p,Unknown,Hindi
Maanaadu (2021) Hindi + Tamil Dual Audio UnCut South Movie HD 720p ESub,4076,2025-11-23,-1002337293281,720p,Unknown,Hindi
Maanaadu (2021) Hindi + Tamil Dual Audio UnCut South Movie HD 1080p ESub,4075,2025-11-23,-1002337293281,1080p,Unknown,Hindi
Maanaadu (2021) Hindi + Tamil Dual Audio UnCut South Movie HEVC 480p ESub,4074,2025-11-23,-1002337293281,480p,Unknown,Hindi
The.Bengal.Files.Theatrical.Cut.2025.1080p.ZEE5.WEB-DL.DD+5.1.H.265-Telly,4073,2025-11-23,-1002337293281,1080p,Unknown,Unknown
The.Bengal.Files.Theatrical.Cut.2025.720p.ZEE5.WEB-DL.DD+5.1.H.265-Telly,4072,2025-11-23,-1002337293281,720p,Unknown,Unknown
The.Bengal.Files.Theatrical.Cut.2025.1080p.ZEE5.WEB-DL.DD+5.1.H.264-Telly,4071,2025-11-23,-1002337293281,1080p,Unknown,Unknown
The.Bengal.Files.Theatrical.Cut.2025.720p.ZEE5.WEB-DL.DD+5.1.H.264-Telly,4070,2025-11-23,-1002337293281,720p,Unknown,Unknown
The.Bengal.Files.Theatrical.Cut.2025.2160p.ZEE5.WEB-DL.DD+5.1.H.265-Telly,4069,2025-11-23,-1002337293281,2160p,Unknown,Unknown
The Bengal Files (2025) Bollywood Hindi(DD5.1-224Kbps) Movie HD 1080p ESub,4068,2025-11-23,-1002337293281,4K,Unknown,Hindi
The Bengal Files (2025) Bollywood Hindi Movie HD 720p ESub,4067,2025-11-23,-1002337293281,720p,Unknown,Hindi
The Bengal Files (2025) Bollywood Hindi Movie HEVC 720p ESub,4066,2025-11-23,-1002337293281,720p,Unknown,Hindi
The Bengal Files (2025) Bollywood Hindi Movie HEVC 480p ESub,4065,2025-11-23,-1002337293281,480p,Unknown,Hindi
Hachi.A.Dogs.Tale.2009.1080p.10Bit.BluRay.Hindi.2.0-English.5.1.HEVC.x265-HDHub4u.Ms,4064,2025-11-23,-1002337293281,1080p,Unknown,Hindi
Hachi.A.Dogs.Tale.2009.1080p.BluRay.Hindi.2.0-English.5.1.ESub.x264-HDHub4u.Ms,4063,2025-11-23,-1002337293281,1080p,Unknown,Hindi
Hachi.A.Dogs.Tale.2009.720p.BluRay.Hindi.2.0-English.5.1.ESub.x264-HDHub4u.Ms,4062,2025-11-23,-1002337293281,720p,Unknown,Hindi
Hachi.A.Dogs.Tale.2009.720p.10Bit.BluRay.Hindi-English.HEVC.x265-HDHub4u.Ms,4061,2025-11-23,-1002337293281,720p,Unknown,Hindi
Hachi.A.Dogs.Tale.2009.480p.BluRay.Hindi-English.ESub.x264-HDHub4u.Ms,4060,2025-11-23,-1002337293281,480p,Unknown,Hindi
Ziddi Ishq (2025) S01 COMBINED 1080p HEVC DS4K JSTAR Web-DL Hindi AAC 5.1 x265 Esub,4059,2025-11-23,-1002337293281,1080p,Unknown,Hindi
Ziddi Ishq (2025) S01 COMBINED 720p HEVC DS4K JSTAR Web-DL Hindi AAC 5.1 x265 Esub,4058,2025-11-23,-1002337293281,720p,Unknown,Hindi
Ziddi Ishq (2025) S01 COMBINED 480p DS4K JSTAR Web-DL Hindi AAC 2.0 x264 Esub,4057,2025-11-23,-1002337293281,480p,Unknown,Hindi
Jolly LLB 3 2025 1080p NF DL DDP5 1 H 265 Esub,4056,2025-11-23,-1002337293281,1080p,Unknown,Unknown
Kudumbasthan (2025) 1080p HDRip South Movie ORG Dual Audio Hindi or Tamil x264 ESubs,4055,2025-11-22,-1002337293281,1080p,Unknown,ORG
Tiger 3 (2023) Hindi 1080p HDRip x264 AAC 5.1 ESubs,4054,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Tiger Zinda Hai (2017) 1080p BluRay Hindi DD 5.1 x264 ESubs,4053,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Tiger Zinda Hai (2017) 1080p HEVC BluRay Hindi DD 5.1 x265 ESubs,4052,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Ek Tha Tiger (2012) BluRay 1080p Hindi DD 5.1 x264 MSubs,4051,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Eleven (2025) 1080p HDRip x264 ESubs Dual Audio Hindi ORG 5.1 - Tamil,4050,2025-11-22,-1002337293281,1080p,Unknown,Dual Audio
Materialist (2025) 1080p iTunes WEBRip Hindi AAC5.1-English DDP5.1 H.264 ESubs,4049,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Materialist (2025) 1080p iTunes WEBRip Hindi AAC5.1-English DDP5.1 H.265 ESub,4048,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Materialist (2025) 720p iTunes WEBRip Hindi-English AAC5.1 H.264 ESubs,4047,2025-11-22,-1002337293281,720p,Unknown,Hindi
Singham Again (2024) AMZN WEBRip 1080p Hindi AMZN DD 5.1 x264 E-Sub,4046,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Singham Again (2024) AMZN WEBRip 1080p x265 HEVC 10bit Hindi AMZN DD 5.1 E-Sub,4045,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Singham Returns (2014) Hindi 1080p BluRay x264 AAC 5.1 ESubs,4044,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Singham Returns (2014) Hindi 1080p 10-Bit HEVC BluRay x265 AAC 5.1 ESubs,4043,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Singham (2011) Hindi 1080p BluRay x264 AAC 5.1 Esubs,4042,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Singham (2011) Hindi 1080p 10-Bit HEVC BluRay x265 AAC 5.1 Esubs,4041,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Bison Kaalamaadan 2025 1080p NF WEB DL DUAL DDP5 1 H 265 MSu,4040,2025-11-22,-1002337293281,1080p,Unknown,Hindi
The.Bengal.Files.Theatrical.Cut.2025.1080p.ZEE5.WEB-DL.DDP5.1.H.264,4039,2025-11-22,-1002337293281,1080p,Unknown,Unknown
The Bengal Files (2025) Hindi ZEE5 WEB-DL 1080p,4038,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Dark.Nuns.2025.1080p.HS.WEB-DL.MULTI.AAC2.0.x264-Tel,4037,2025-11-22,-1002337293281,1080p,Unknown,Unknown
Dark.Nuns.2025.1080p.HS.WEB-DL.MULTI.AAC2.0.H.265-Te,4036,2025-11-22,-1002337293281,1080p,Unknown,Unknown
Dark.Nuns.2025.720p.HS.WEB-DL.MULTI.AAC2.0.x264-Tell,4035,2025-11-22,-1002337293281,720p,Unknown,Unknown
Dark.Nuns.2025.720p.HS.WEB-DL.MULTI.AAC2.0.H.265-Tel,4034,2025-11-22,-1002337293281,720p,Unknown,Unknown
Fukra.Gang.2024.720p.AMZN.WEB-DL.DDP2.0.H.264-Telly,4033,2025-11-22,-1002337293281,720p,Unknown,Unknown
Fukra.Gang.2024.1080p.AMZN.WEB-DL.DDP2.0.H.265-Telly,4032,2025-11-22,-1002337293281,1080p,Unknown,Unknown
Fukra.Gang.2024.720p.AMZN.WEB-DL.DDP2.0.H.265-Telly,4031,2025-11-22,-1002337293281,720p,Unknown,Unknown
Ek.Chatur.Naar.2025.1080p.NF.WEB-DL.Hindi.DDP5.1.H.2,4030,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Ek.Chatur.Naar.2025.1080p.NF.WEB-DL.Hindi.DDP5.1.AV1,4029,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Ek.Chatur.Naar.2025.720p.NF.WEB-DL.Hindi.DDP5.1.H.26,4028,2025-11-22,-1002337293281,720p,Unknown,Hindi
Ek.Chatur.Naar.2025.720p.NF.WEB-DL.Hindi.DDP5.1.H.26,4027,2025-11-22,-1002337293281,720p,Unknown,Hindi
Mirai (2025) Hindi JHS WEB-DL 1080p HDM2,4026,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Mirai (2025) Hindi JHS WEB-DL 720p HDM2,4025,2025-11-22,-1002337293281,720p,Unknown,Hindi
Mirai (2025) Hindi JHS WEB-DL 480p HDM2,4024,2025-11-22,-1002337293281,480p,Unknown,Hindi
Thode_Door_Thode_Paas_S01_2025_2160p_ZEE5_WEB_DL_DD+5_1_H_265_Telly,4023,2025-11-22,-1002337293281,2160p,Unknown,Unknown
Thode_Door_Thode_Paas_S01_2025_720p_ZEE5_WEB_DL_DD+5_1_H_265_Telly,4022,2025-11-22,-1002337293281,720p,Unknown,Unknown
Thode_Door_Thode_Paas_S01_2025_1080p_ZEE5_WEB_DL_DD+5_1_H_265_Telly,4021,2025-11-22,-1002337293281,1080p,Unknown,Unknown
Kiss.2025.720p.ZEE5.WEB-DL.DD+5.1.H.265-Telly,4020,2025-11-22,-1002337293281,720p,Unknown,Unknown
Kiss.2025.1080p.ZEE5.WEB-DL.DD+5.1.H.265-Telly,4019,2025-11-22,-1002337293281,1080p,Unknown,Unknown
Kiss.2025.2160p.ZEE5.WEB-DL.DD+5.1.H.265-Telly,4018,2025-11-22,-1002337293281,2160p,Unknown,Unknown
Ek.Chatur.Naar.2025.1080p.NF.WEB-DL.Hindi.DDP5.1.H.2,4017,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Ek.Chatur.Naar.2025.1080p.NF.WEB-DL.Hindi.DDP5.1.H.2,4016,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Ek.Chatur.Naar.2025.720p.NF.WEB-DL.Hindi.AAC5.1.H.26,4015,2025-11-22,-1002337293281,720p,Unknown,Hindi
Ek.Chatur.Naar.2025.720p.NF.WEB-DL.Hindi.AAC2.0.H.26,4014,2025-11-22,-1002337293281,720p,Unknown,Hindi
Ek.Chatur.Naar.2025.480p.NF.WEB-DL.Hindi.AAC2.0.H.26,4013,2025-11-22,-1002337293281,480p,Unknown,Hindi
Thode Door Thode Paas (2025) S01 COMBiNED Hindi ZEE5,4012,2025-11-22,-1002337293281,Unknown,Unknown,Hindi
Thode Door Thode Paas (2025) S01 COMBiNED Hindi ZEE5,4011,2025-11-22,-1002337293281,Unknown,Unknown,Hindi
Thode Door Thode Paas (2025) S01 COMBiNED Hindi ZEE5,4010,2025-11-22,-1002337293281,Unknown,Unknown,Hindi
The Witch: Part 2. The Other One (2022) 1080p 10bit BluRay x265 HEVC Org AMZN Hindi DDP 2.0 ~ 224Kb,4009,2025-11-22,-1002337293281,1080p,Unknown,Org
The Witch: Part 2 – The Other One (2022) 720p 10bit BluRay x265 HEVC Org AMZN Hindi DDP 2.0 ~ 224Kb,4008,2025-11-22,-1002337293281,720p,Unknown,Org
The Witch Part 1 - The Subversion (2018) 1080p 10bit BluRay x265 HEVC Org Hindi DDP 5.1 ~ 640Kbps +,4007,2025-11-22,-1002337293281,1080p,Unknown,Org
The Witch Part 1 - The Subversion (2018) 720p 10bit BluRay x265 HEVC Org Hindi DDP 5.1 ~ 640Kbps +,4006,2025-11-22,-1002337293281,720p,Unknown,Org
Pechi 2024 Rip 480p x265 HEVC 10bit Hindi Tamil,4005,2025-11-22,-1002337293281,480p,Unknown,Hindi
Homebound (2025) 1080p 10bit DS4K NF WEBRip x265 HEVC Hindi DDP 5.1 ESub,4004,2025-11-22,-1002337293281,1080p,Unknown,Hindi
Homebound (2025) 720p 10bit DS4K NF WEBRip x265 HEVC Hindi AAC 5.1 ESub,4003,2025-11-22,-1002337293281,720p,Unknown,Hindi
Game of Thrones (2018) S08 EP01-06 COMBINED 720p 10bit HEVC BluRay x265 Hindi JC DDP 2.0 ~ 192Kbps,4002,2025-11-22,-1002337293281,720p,Unknown,Hindi
Game of Thrones (2017) S07 EP01-07 COMBINED 720p 10bit HEVC BluRay x265 Hindi JC DDP 2.0 ~ 192Kbps,4001,2025-11-22,-1002337293281,720p,Unknown,Hindi
Game of Thrones (2016) S06 EP06-10 COMBINED 720p 10bit HEVC BluRay x265 Hindi JC DDP 2.0 ~ 192Kbps,4000,2025-11-22,-1002337293281,720p,Unknown,Hindi
Game of Thrones (2016) S06 EP01-05 COMBINED 720p 10bit HEVC BluRay x265 Hindi JC DDP 2.0 ~ 192Kbps,3999,2025-11-22,-1002337293281,720p,Unknown,Hindi
Game of Thrones (2015) S05 EP01-10 COMBINED 720p 10bit HEVC BluRay x265 Hindi JC DDP 2.0 ~ 192Kbps,3998,2025-11-22,-1002337293281,720p,Unknown,Hindi
Game of Thrones 2014 S04E06-10 Combined Hindi DDP 2.0 + Eng AAC 2.0 720p 10bit BluRay HEVC x265 ESub,3997,2025-11-22,-1002337293281,720p,Unknown,Hindi
Game of Thrones 2014 S04E01-05 Combined Hindi DDP 2.0 + Eng AAC 2.0 720p 10bit BluRay HEVC x265 ESub,3996,2025-11-22,-1002337293281,720p,Unknown,Hindi
Game of Thrones 2013 S03E06-10 Combined Hindi DDP 2.0 + Eng AAC 2.0 720p 10bit BluRay HEVC x265 ESub,3995,2025-11-22,-1002337293281,720p,Unknown,Hindi
Game of Thrones 2013 S03E01-05 Combined Hindi DDP 2.0 + Eng AAC 2.0 720p 10bit BluRay HEVC x265 ESub,3994,2025-11-22,-1002337293281,720p,Unknown,Hindi
Game of Thrones 2012 S02E06-10 Combined Hindi DDP 2.0 + Eng AAC 2.0 720p 10bit BluRay HEVC x265 ESub,3993,2025-11-22,-1002337293281,720p,Unknown,Hindi
Game of Thrones 2012 S02E01-05 Combined Hindi DDP 2.0 + Eng AAC 2.0 720p 10bit BluRay HEVC x265 ESu,3992,2025-11-22,-1002337293281,720p,Unknown,Hindi
